code;Company name;Company registered name;Exhibition ID;Project name;Booth;Stand_no;Exhibition area;Exhibited products;T1;Exhibition start time;Exhibition end time;Service type;tag;T1;T2;T3;International station link;Clerk;Region;Province;City;District;Customer service;Matching pre registered buyers-tag;Matching pre registered VIP buyers-tag;Matching pre registered bill buyers-tag;Matching pre registered intended buyers-tag;Matching pre registered contacted buyers-tag;Matching pre registered buyers-T1;Matching pre registered intended buyers-T1
S17806336;;????????????;152683595067;2025????????????????;1;C1F107A;;??;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;??;;;;;;;
S17056564;Dongguan Taizhong electronic technology Co., LTD;?????????????;152683595067;2025????????????????;2;D2H110;;?????;Pro AV & Light & Music;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Billboards;Furniture & Decoration;Commercial Equipment;Advertising Display Equipment;https://www.tradechina.com/supplier/Dongguan-Taizhong-electronic-technology-Co-LTD_152623567926.html;???;????;???;???;???;??;10;1;0;0;0;582;0
S10021002;Hangzhou Sennan Imp. & Exp. Co.,Ltd;???????????;152683595067;2025????????????????;1;C1F108;;???;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Garment Mixed Fabric|Garment Rayon Fabric|Garment Polyester Cotton Fabric|Garment Jacquard Fabric|Sewing Threads|Webbing|Garment Cotton Fabric|Garment Viscose Fabric;Textiles & Garments;Fabric & Textile Raw Material|Apparel & Accessories;Fabric|Garment & Processing Accessories;https://www.tradechina.com/supplier/Hangzhou-Sennan-Imp-Exp-Co-Ltd_100048177754.html;???;????;???;???;???;???;80;12;22;0;0;1.614;2
S18379444;Shangdong Yige Textile CO.,Ltd;??????????;152683595067;2025????????????????;4;A1C101;Homelife;???;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Kitchen Mats|Tablecloths|Home Textile Synthetic Leather|Sofa fabric|Waterproof Fabric|Bathroom Non-Slip Mats|Carpet Padding|Furniture Leather;Textiles & Garments|Homelife;Home Textiles|Fabric & Textile Raw Material|Home & Garden;Cushions|Fabric|Bathroom Products|Blankets;https://www.tradechina.com/supplier/Shangdong-Yige-Textile-CO-Ltd_152748616446.html;??;????;???;???;????;??;135;32;45;0;0;2.620;3
S10031694;Qingdao Qiangda Foods Co., Ltd.;??????????;152683595067;2025????????????????;1;A3B102;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Mixed Spices & Seasonings|Chilli Sauce|Single Spices & Herbs;Food;Food & Beverage;Seasonings & Condiments;https://www.tradechina.com/supplier/Qingdao-Qiangda-Foods-Co-Ltd_100151642433.html;???;????;???;???;???;??;44;4;13;0;0;779;0
S17236804;Shenzhen A-Glory Logistics Co.,Ltd.;????????????????;152683595067;2025????????????????;2;D1G109;3C;3D???;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Ro-Ro Ship|Container|Road Transport Vehicle|Trucks|Ship|Logistics Warehousing System|Logistics Pallet;Industrial Machinery;Logistics Technology & Transportation Systems;Loading Technology & Truck Tailgates|Traffic Engineering|Material Handling/Warehousing/Logistics Systems|Mechanical Handling Equipment;https://www.tradechina.com/supplier/Shenzhen-A-Glory-Logistics-Co-Ltd_152644169753.html;???;????;???;???;???;??;119;19;51;0;0;543;1
S16988644;NINGBO SPARKER IMPORT & EXORT CO., Ltd.;??????????;152683595067;2025????????????????;1;A2B113;Homelife;??????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Cosmetic Bags & Cases|Plastic Cosmetic Packaging Materials|Beauty Egg|Makeup Brush Set|Cosmetic Puffs|Storage Boxes & Bins|Eyelash Curler|Face Cleaning Brush|Bath Brushes, Sponges & Scrubbers;Homelife;Packaging Supplies|Beauty|Home & Garden|Personal Care & Household Cleaning;Lifestyle Bags|Makeup & Tools|Home Storage & Organization|Beauty Equipment|Bath Supplies;https://www.tradechina.com/supplier/NINGBO-SPARKER-IMPORT-EXORT-CO-Ltd_152621184347.html;??1;????;???;???;???;??;82;13;28;0;0;2.412;4
S18902416;Guangdong Plain Homeland Smart Home Technology Co., ltd.;??????????????;152683595067;2025????????????????;2;C3R104;;????;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Italian Style Sofa|Chaise Longue|Custom Furniture Service|Tea Chair|Chair|Coffee Table|Modern Sofa|Entrance Cabinet|Leather Sofa|Home Beds;Furniture & Decoration;Furniture;Home Furniture;https://www.tradechina.com/supplier/Guangdong-Plain-Homeland-Smart-Home-Technology-Co-ltd_152983353321.html;???;????;???;???;???;??;183;21;47;0;0;995;3
S17322484;WENZHOU LANGBO INDUSTIAL CO.,LTD;??????????;152683595067;2025????????????????;4;D1D101;Home Appliances;???;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Hair Straightener|Hair Curler|Hair Dryer|Hair Straightener Comb|Hair Perm Machine|Epilator|Razor Blade|Electric Shavers|Hair Care|Hair Trimmer;Electronics & Appliances|Homelife;Beauty Appliances|Personal Care & Household Cleaning;Personal Care & Beauty Appliances|Hair Care & Styling|Men's Grooming;https://www.tradechina.com/supplier/WENZHOU-LANGBO-INDUSTIAL-CO-LTD_152655137316.html;???;????;???;???;???;???;29;4;6;0;0;418;1
S18892564;JIANGMEN FENGHENG MICROMOTOR CO.,LTD;????????????;152683595067;2025????????????????;1;D1F112;Home Appliances;???;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Kitchen Blenders & Mixers|Home Meat Grinders| Meat Grinders & Slicers|Juicers|Food Processors;Electronics & Appliances;Home Appliances;Small Kitchen Appliances;https://www.tradechina.com/supplier/JIANGMEN-FENGHENG-MICROMOTOR-CO-LTD_152980387894.html;??;????;???;???;???;???;33;3;14;0;0;1.017;4
S18875044;Guangdong Yuanfeng Electronics Co., Ltd.;??????????;152683595067;2025????????????????;1;D1F212;Home Appliances;????????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Connecting Terminal|Limit Switches|Rocker Switches|Terminal Block|Slide Switches|Micro Switches|Flow Switches|Wall Switches|Rotary Switches|Push Button Switches;New Energy;Electronic Components, Accessories & Telecommunications|Electrical Equipment & Supplies;Connectors, Terminals & Accessories|Switches|Connectors & Terminals|Electrical Supplies;https://www.tradechina.com/supplier/Guangdong-Yuanfeng-Electronics-Co-Ltd_152969398787.html;???;????;???;???;???;???;6;1;4;0;0;325;1
S17723284;Yuyao Artisans Commodity Co., Ltd.;????????????;152683595067;2025????????????????;1;A2C203;Homelife;???;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Bathroom Sets|hairbrush|Pet Moisturizer|Hair Combs|Hairpins|Comb;Homelife|Pet;Home & Garden|Personal Care & Household Cleaning|Pet Supplies & Pet|Jewelry, Eyewear, Watches & Accessories;Bathroom Products|Bath Supplies|Pet Cleaning And Care|Hair Accessories|Hair Care & Styling;https://www.tradechina.com/supplier/Yuyao-Artisans-Commodity-Co-Ltd_152680587580.html;???;????;???;???;???;???;31;8;9;0;0;2.033;3
S18819364;Zhejiang Van Gogh New Materials Technology Co., LTD;?????????????;152683595067;2025????????????????;2;B3D104;Building Materials;???;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Caulk;Building Materials;Construction & Real Estate;Building Material Accessories;https://www.tradechina.com/supplier/Zhejiang-Van-Gogh-New-Materials-Technology-Co-LTD_152934905878.html;??;????;???;???;???;???;1;0;1;0;0;1.419;3
S18819364;Zhejiang Van Gogh New Materials Technology Co., LTD;?????????????;152683595067;2025????????????????;0;B3D104;Building Materials;???;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Caulk;Building Materials;Construction & Real Estate;Building Material Accessories;https://www.tradechina.com/supplier/Zhejiang-Van-Gogh-New-Materials-Technology-Co-LTD_152934905878.html;??;????;???;???;???;???;1;0;1;0;0;1.419;3
S18923044;Wuhu Kunka Pet Supplies Co., Ltd;????????????;152683595067;2025????????????????;4;B2G101;;??;Pet;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Bentonite Cat Litter|Mixed Cat Litter|Tofu Cat Litter;Pet;Pet Supplies & Pet;Pet Litter;https://www.tradechina.com/supplier/Wuhu-Kunka-Pet-Supplies-Co-Ltd_152986463507.html;??;????;???;???;???;???;3;0;2;0;0;107;0
S17748004;Zhejiang Shangyin International Trade Co., Ltd;????????????;152683595067;2025????????????????;2;A1C208;Homelife;????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Sports Bottles|Water Cup;Homelife;Sports & Entertainment|Home & Garden;Fitness & Body Building|Dinnerware, Coffee & Wine;https://www.tradechina.com/supplier/Zhejiang-Shangyin-International-Trade-Co-Ltd_152681813647.html;???;????;???;???;???;???;6;0;0;0;0;1.868;2
S17766004;Beijing Zhenweifang Food Co.,Ltd;???????????;152683595067;2025????????????????;1;A3C112;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Camellia Oil|Walnuts|Macadamia Nuts|Pine Nuts|Pecan Nuts|Almond;Food;Food & Beverage;Plant & Animal Oil|Nuts & Kernels;https://www.tradechina.com/supplier/Beijing-Zhenweifang-Food-Co-Ltd_152682460121.html;???;????;???;???;???;??;18;1;2;0;0;779;0
S16759444;DONGGUAN SENFENG TRADING CO.,LTD;???????????;152683595067;2025????????????????;2;A2A210;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Fashion Necklaces|Fashion Earrings|Fashion Bracelets & Bangles|Fashion Rings;Homelife;Jewelry, Eyewear, Watches & Accessories;Fashion Jewelry;https://www.tradechina.com/supplier/DONGGUAN-SENFENG-TRADING-CO-LTD_152613525868.html;??;????;???;???;???;???;33;4;7;0;0;124;0
S18852964;NINGBO SECHENTAI NEW MATERIAL CO., LTD;??????????????;152683595067;2025????????????????;2;C1C207;;????;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Synthetic Leather|Garment Leather|Home Textile Leather|Luggage Leather|Shoe Leather|Garment Fur|Garment Fabric|Leather|Leather Fabric|Furniture Leather;Textiles & Garments;Fabric & Textile Raw Material|Shoes & Accessories;Leather|Fabric|Shoe Parts & Accessories;https://www.tradechina.com/supplier/NINGBO-SECHENTAI-NEW-MATERIAL-CO-LTD_152954136028.html;??;????;???;???;???;??;141;28;43;0;0;1.007;2
S10034081;Huading Group Co., Ltd;???????????;152683595067;2025????????????????;1;D1D114;Home Appliances;????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Single-Sided PCB|Rigid PCB|Double-sided PCB|Multilayer PCB|Printed-Circuit Board;New Energy|Electronics & Appliances;Electronic Components, Accessories & Telecommunications|Home Appliances;PCB & PCBA|Home Appliance Parts;https://www.tradechina.com/supplier/Huading-Group-Co-Ltd_100153896847.html;???;????;???;???;???;???;4;0;0;0;0;1.190;4
S10024002;Ningbo Chicco International Trade Co., Ltd.;????????????;152683595067;2025????????????????;1;A2G113;Homelife;??????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Disposable Dinnerware & Tableware|Plastic Cups|Metal Crafts|Water Bottles|Bamboo Crafts|Plastic Crafts|Mugs|Drinking Cup|Wood Crafts, Wooden Boxes, & Wall Signs;Homelife;Home & Garden|Packaging Supplies|Gifts & Crafts;Dinnerware, Coffee & Wine|Plastic Packaging|Crafts|Drinkware & Accessories;https://www.tradechina.com/supplier/Ningbo-Chicco-International-Trade-Co-Ltd_100065987870.html;???;????;???;???;???;??;87;9;13;0;0;2.049;4
S18787684;CROWN ORCA METAL TECH (GUANGDONG) CO., LTD.?;????????????;152683595067;2025????????????????;2;B3H112;Building Materials;?????;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Building Material Stainless Steel|Stainless Steel Pipes|Stainless Steel Plates|Stainless Steel Coils|Stainless Steel Balls|Stainless Steel Sheets|Stainless Steel Strips|Stainless Steel Channels|Stainless Steel Bars|Stainless Steel Water Tank;Building Materials;Metals & Alloys;Alloy Steel|Stainless Steel;https://www.tradechina.com/supplier/CROWN-ORCA-METAL-TECH-GUANGDONG-CO-LTD_152920848473.html;??;????;???;???;???;??;126;22;50;0;0;323;1
S16974532;Zhejiang Youtao Clothing Co., Ltd.;??????????;152683595067;2025????????????????;2;C1D107;;??;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Children Hoodies|Children Pants|Children Shirts|Children'S Clothing|Children Sweaters|Girls dresses|Children Vests|Children T-Shirts|Baby Jackets & Outwears|Children's Swimsuits;Baby Children & Maternity;Baby & Children's Clothing, Shoes & Accessories;Children's Clothing|Baby Clothing;https://www.tradechina.com/supplier/Zhejiang-Youtao-Clothing-Co-Ltd_152620839721.html;???;????;???;???;???;???;41;3;11;0;0;206;0
S17877604;Foshan Chunpu Microfiber Leather Co., Ltd;?????????????;152683595067;2025????????????????;1;B3G212;Building Materials;????;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Genuine Leather|Mattress|Up-holstered Beds|Synthetic Leather|Brown Cushion|Wall Decals|Sofa fabric|Whole-House Customized Fabric Design;Textiles & Garments|Furniture & Decoration|Homelife;Fabric & Textile Raw Material|Furniture|Home & Garden;Leather|Home Furniture|Home Decor|Fabric;https://www.tradechina.com/supplier/Foshan-Chunpu-Microfiber-Leather-Co-Ltd_152693941829.html;???;????;???;???;???;??;49;3;11;0;0;3.236;5
S18906964;Dongguan Hexie New Energy Technology Co., Ltd.;??????????????;152683595067;2025????????????????;2;D1G115;Home Appliances;???;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Wiring Harness|EV Connectors|Cables and Wires;New Energy|Industrial Machinery;Electrical Equipment & Supplies|Vehicle & Transportation Parts|Electronic Components, Accessories & Telecommunications;Wires, Cables & Cable Assemblies|New Energy Vehicle Parts & Accessories|Electronic Accessories & Supplies;https://www.tradechina.com/supplier/Dongguan-Hexie-New-Energy-Technology-Co-Ltd_152983922045.html;???;????;???;???;???;??;6;2;3;0;0;1.021;4
S16986016;Foshan Baishite Furniture Co., Ltd;????????????;152683595067;2025????????????????;1;C3T110;;??;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Living Room Cabinets|Mattress|Living Room Sofas|Living Room Sets|Up-holstered Beds|TV Stands;Furniture & Decoration;Furniture;Home Furniture;https://www.tradechina.com/supplier/Foshan-Baishite-Furniture-Co-Ltd_152621148084.html;???;????;???;???;???;??;70;8;18;0;0;995;3
S17489764;LINHAI WANGFENG PLASTIC CO.,LTD;???????????;152683595067;2025????????????????;1;A1D112;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Storage Boxes & Bins|Rice Bucket|Jewelry Boxes;Homelife;Home & Garden|Jewelry, Eyewear, Watches & Accessories;Home Storage & Organization|Jewelry Packaging & Display;https://www.tradechina.com/supplier/LINHAI-WANGFENG-PLASTIC-CO-LTD_152664514505.html;???;????;???;???;???;???;12;2;3;0;0;1.732;2
S18606244;Atlas Plastic Products (Huizhou) Co Ltd ;??????????????;152683595067;2025????????????????;2;A2A105;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Plastic Crafts|Pot Trays|Laundry Baskets|Plastic Storage Bins & Boxes|Disposable Cutlery|Disposable lunch box|Storage Baskets|Other Home Storage & Organization|Other Plastic Products|Disposable Plastic Cups;Homelife|Building Materials;Gifts & Crafts|Home & Garden|Rubber & Plastics;Crafts|Garden Supplies|Home Storage & Organization|Dinnerware, Coffee & Wine|Plastic Products;https://www.tradechina.com/supplier/Atlas-Plastic-Products-Huizhou-Co-Ltd_152818162123.html;???;????;???;???;???;???;49;5;11;0;0;1.841;4
S18642484;Guangzhou Aotian lmport and Export Co., Ltd.;???????????;152683595067;2025????????????????;2;B3I210;Building Materials;????;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Container Houses|Prefabricated House|Steel Structure Buildings|Prefab Greenhouses|Prefab House|Other Prefab houses|Activity House;Building Materials;Construction & Real Estate;Prefabricated Buildings;https://www.tradechina.com/supplier/Guangzhou-Aotian-lmport-and-Export-Co-Ltd_152828715501.html;???;????;???;???;???;???;16;2;7;0;0;1.419;3
S18722884;GUOSEN TECHNOLOGY CO.?LIMITED;????????;152683595067;2025????????????????;2;D1A67;3C;????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Cpu Memory Module|High-Speed Ssd|RAMs| USB Flash Drives|Memory  Card|Computer Memory|Other Computer Components|Networking Storage|Hard Disk;Electronics & Appliances;Computers|Consumer Electronics|Mobile Electronics;Computer Hardware & Software|Cables & Commonly Used Accessories|Video Games & Accessories|Mobile Phone & Computer Repair Parts;https://www.tradechina.com/supplier/GUOSEN-TECHNOLOGY-CO-LIMITED_152882245363.html;???;????;???????;???????;????;???;67;3;19;0;0;1.011;3
S18701764;HUIZHOU QIAN JING NEW ENERGY CO. LTD;????????????;152683595067;2025????????????????;2;D1H109;3C;????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Lithium Ion Batteries;New Energy;Renewable Energy;Batteries;https://www.tradechina.com/supplier/HUIZHOU-QIAN-JING-NEW-ENERGY-CO-LTD_152871358643.html;???;????;???;???;???;??;17;2;11;0;0;288;1
S10002284;Hangzhou Dawnjoint B&T Co., Ltd.;???????????;152683595067;2025????????????????;2;A092;Homelife;???;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Camping Mat|Swim & Dive Bags|Other Backpacks|Swimming Fins|Waterproof Bags|Hiking Bags;Homelife|Textiles & Garments;Sports & Entertainment|Luggage, Bags & Cases;Camping & Hiking|Water Sports|Backpacks|Everyday Bags & Luggage|Sports Bags & Cases;https://www.tradechina.com/supplier/Hangzhou-Dawnjoint-B-T-Co-Ltd_100000055589.html;???;????;???;???;???;???;15;2;6;0;0;463;0
S18671044;WENZHOU SAIRUI ELECTRONICS CO.,LTD;??????????;152683595067;2025????????????????;2;D1C214;Home Appliances;???;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Handheld Vacuums|Air Coolers|Electric Irons|Garment Steamer Parts|Garment Steamers|Vacuum Cleaner|Electric Milk Frother|Soap Dispensers|Steam Cleaners|Electric Heaters;Electronics & Appliances;Home Appliances|Automotive Electronics;Cleaning Appliances|Heating & Cooling Appliances|Laundry Appliances|Home Appliance Parts|Automotive Cleaning Electronics|Small Kitchen Appliances;https://www.tradechina.com/supplier/WENZHOU-SAIRUI-ELECTRONICS-CO-LTD_152842085793.html;???;????;???;???;???;???;45;4;10;0;0;1.318;6
S18783628;Foshan Haijingsha Refractory Materials Co., Ltd.;?????????????;152683595067;2025????????????????;2;B3L204;Building Materials;????;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Hot Melt Glue|Cordless Hot Melting Glue Guns|Adhesive Particles|Corded Hot Melting Glue Guns|Adhesives & Sealants|Glue Sticks|Pressure Sensitive Adhesive|Automotive Rubber Blocks & Bushings|?Hot Melt Adhesive Sticks?;Building Materials|Industrial Machinery|Homelife;Construction & Real Estate|Machine Tools & Metalworking|Packaging Machinery, Materials & Products|School & Office Supplies|Vehicle & Transportation Parts|Fasteners & Processing Equipment;Building Material Accessories|Machine Tools|Packaging Materials & Products|Office Adhesives & Tapes|Auto Suspension Systems|Fastener Assembly & Maintenance Tools;https://www.tradechina.com/supplier/Foshan-Haijingsha-Refractory-Materials-Co-Ltd_152920333822.html;???;????;???;???;???;??;30;6;9;0;0;3.481;9
S18969004;Guangzhou Hongxing New Materials Co., Ltd.;????????????;152683595067;2025????????????????;2;B3D108;Building Materials;??;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Stainless Steel Strips|Metal Building Materials|Stainless Steel Coils|Galvanized Steel Coil|Other Stainless Steel|Stainless Steel Angles|Steel Plate;Building Materials;Metals & Alloys;Stainless Steel|Alloy Steel;https://www.tradechina.com/supplier/Guangzhou-Hongxing-New-Materials-Co-Ltd_152999092240.html;???;????;???;???;???;??;57;8;25;0;0;323;1
S17776096;;??????????;152683595067;2025????????????????;1;D1H111;3C;3G/4G????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???????;???????;????;???;;;;;;;
S16542244;ningbo meirui commodity co.,ltd;???????????;152683595067;2025????????????????;2;A2B205;Homelife;???????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Spray Bottle|Cosmetic Bottle|Lotion Pumps;Homelife;Beauty;Makeup & Tools;https://www.tradechina.com/supplier/ningbo-meirui-commodity-co-ltd_152601431891.html;???;????;???;???;???;??;30;6;11;0;0;404;1
S10026822; HANGZHOU INSHOW CO., LTD;??????????;152683595067;2025????????????????;1;D1A49;3C;???;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Smart phone|Mobile Phone Holders|Alarm Systems|Gaming Mobile Phones;Electronics & Appliances|Furniture & Decoration;Mobile Electronics|Security;Mobile Phone & Accessories|Alarms;https://www.tradechina.com/supplier/HANGZHOU-INSHOW-CO-LTD_100134613778.html;???;????;???;???;???;??;57;5;10;0;0;401;0
S16688644;GUANGDONG SHITUO BUILDING MATERIALS TECHNOLOGY CO. LTD;????????????;152683595067;2025????????????????;2;B3A114;Building Materials;??;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Wainscoting|Carbon Fiber Plate|Chair Sashes|Fibreboards|Calcium Silicate Boards|Wall Panels & Boards;Building Materials|Textiles & Garments;Construction & Real Estate|Home Textiles;Building Boards|Other Home Textiles|Timber|Fireproofing Materials|Wallpapers/Wall panels;https://www.tradechina.com/supplier/GUANGDONG-SHITUO-BUILDING-MATERIALS-TECHNOLOGY-CO-LTD_152608526155.html;???;????;???;???;???;???;57;6;9;0;0;1.693;3
S19006084;GUANGDONG YULONG HIGH TECH MATERIALS CO.,LTD;????????????;152683595067;2025????????????????;2;C3A053;Building Materials;???;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Other Rubber Products|Rubber Sheets|Rubber Hoses;Building Materials;Rubber & Plastics;Rubber Products;https://www.tradechina.com/supplier/GUANGDONG-YULONG-HIGH-TECH-MATERIALS-CO-LTD_153006439470.html;??;????;???;???;???;???;3;0;1;0;0;64;1
S18158884;Shenzhen Jingteng Electronics Co., LTD;???????????;152683595067;2025????????????????;2;D1H101;3C;???;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Wall-mounted Charging Stations|Floor-mounted Charging Stations|EV Connectors|Electric Vehicle|Wireless Charging Stations|Portable Charging Stations|Ac Charging Pile;Industrial Machinery;Vehicle & Transportation Parts|Vehicles & Transportation;New Energy Vehicle Parts & Accessories|New Energy Vehicles;https://www.tradechina.com/supplier/Shenzhen-Jingteng-Electronics-Co-LTD_152707468111.html;???;????;???;???;???;??;27;7;14;0;0;936;4
S17359444;;??????????;152683595067;2025????????????????;2;C3A072;;????;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;??;????;???;???;???;???;;;;;;;
S18081844;Zhejiang Xile Industry Co.,Ltd.;??????????;152683595067;2025????????????????;4;A1B101;Baby Children & Maternity;?????;Baby Children & Maternity;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Vacuum Flasks & Thermoses|Food Warmer|Space Mug|Kids Dining|Plastic Cups|Sippy Cups|Tanks|Water Bottles| Glass Water Bottles & Insulated Tumblers;Homelife|Baby Children & Maternity;Home & Garden|Packaging Supplies|Toys & Education;Drinkware & Accessories|Dinnerware, Coffee & Wine|Plastic Packaging|Baby Supplies & Products;https://www.tradechina.com/supplier/Zhejiang-Xile-Industry-Co-Ltd_152701803698.html;???1;????;???;???;???;???;73;9;9;0;0;2.321;4
S18160324;Ningbo Yexin Electric Appliance Co., Ltd.;??????????;152683595067;2025????????????????;2;D1D204;Home Appliances;???????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Electric Shavers|Camping lamps|Hair Trimmer;Electronics & Appliances|Furniture & Decoration;Beauty Appliances|Lights & Lighting;Personal Care & Beauty Appliances|Outdoor Lighting;https://www.tradechina.com/supplier/Ningbo-Yexin-Electric-Appliance-Co-Ltd_152707565185.html;???;????;???;???;???;??;11;2;3;0;0;583;1
S18306736;Guangdong Cundao Technology Co., Ltd.;??????????;152683595067;2025????????????????;2;A3A201;Homelife;???????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Other Plastic Products;Building Materials;Rubber & Plastics;Plastic Products;https://www.tradechina.com/supplier/Guangdong-Cundao-Technology-Co-Ltd_152723147936.html;???;????;???;???;???;??;9;0;5;0;0;64;1
S17456176;Foshan Yixing Import and Export Co., Ltd.;????????????;152683595067;2025????????????????;2;B3I101;Building Materials;???;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Bookcases|Bedroom Furniture|Sideboards|Living Room Cabinets|Bedroom Sets|Aluminum Profiles|Furniture Frames|TV Stands;Furniture & Decoration|Building Materials;Furniture|Metals & Alloys;Home Furniture|Non-ferrous Metal|Furniture Parts;https://www.tradechina.com/supplier/Foshan-Yixing-Import-and-Export-Co-Ltd_152663111153.html;???;????;???;???;???;??;172;25;39;0;0;1.304;4
S17351524;SHENZHEN PETSUPER SMART TECHNOLOGY ;?????????????;152683595067;2025????????????????;2;B2H105,B2H205;;???;Pet;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Auxiliary Training Tools|Pet Traction Belt|Pet Moisturizer|Pet Toilet And Accessories|Pet Bowl;Pet;Pet Supplies & Pet;Pet Training Supplies And Hygiene Products|Pet Collar/Leash|Pet Cleaning And Care|Pet Tableware;https://www.tradechina.com/supplier/SHENZHEN-PETSUPER-SMART-TECHNOLOGY_152657874200.html;???;????;???;???;???;??;16;2;3;0;0;107;0
S17351524;SHENZHEN PETSUPER SMART TECHNOLOGY ;?????????????;152683595067;2025????????????????;2;B2H105,B2H205;;???;Pet;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Auxiliary Training Tools|Pet Traction Belt|Pet Moisturizer|Pet Toilet And Accessories|Pet Bowl;Pet;Pet Supplies & Pet;Pet Training Supplies And Hygiene Products|Pet Collar/Leash|Pet Cleaning And Care|Pet Tableware;https://www.tradechina.com/supplier/SHENZHEN-PETSUPER-SMART-TECHNOLOGY_152657874200.html;???;????;???;???;???;??;16;2;3;0;0;107;0
S18244072;Dongguan Kailin technology products Co.,Ltd;?????????????;152683595067;2025????????????????;2;A2F205;Homelife;?????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;3D Puzzles|Fridge Magnets|Wood Crafts, Wooden Boxes, & Wall Signs|Plastic Crafts|Silicone Daily Necessities|Embroidery Crafts, Cross-stitching & Needlework|Metal Crafts|Paper Crafts|Metal Key Chains|Paper Model;Baby Children & Maternity|Homelife;Toys & Education|Home & Garden|Gifts & Crafts;Puzzle & Games|Home Decor|Crafts|Home Storage & Organization|Key Chains;https://www.tradechina.com/supplier/Dongguan-Kailin-technology-products-Co-Ltd_152714787949.html;??;????;???;???;???;??;23;1;2;0;0;2.186;4
